"serverTime","source","sign","sourceTime","logLevel","process","message"
"Mon May 29 2017 10:07:13 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:13 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:13 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:13 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:13 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:13 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:13 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:13 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:16 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:16 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:16 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:16 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:16 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:16 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:16 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:16 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:17 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:16 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:17 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:17 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:17 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:17 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:19 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:19 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:19 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:19 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:19 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:19 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:19 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:19 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:20 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:20 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:20 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:20 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:22 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:22 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:22 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:22 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:22 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:22 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:22 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:22 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:23 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:23 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:23 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:23 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:23 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:23 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:25 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:25 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:25 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:25 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:25 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:25 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:25 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:25 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:26 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:26 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:26 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:26 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:28 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:28 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:28 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:28 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:28 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:28 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:28 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:28 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:29 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:29 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:29 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:29 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:29 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:29 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:31 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:31 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:31 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:31 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:31 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:31 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:32 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:32 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:32 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:32 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:32 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:32 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:34 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:34 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:34 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:34 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:34 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:34 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:35 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:35 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:35 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:35 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:35 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:35 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:35 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:35 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:37 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:37 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:37 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:37 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:38 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:38 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:38 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:38 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:38 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:38 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:38 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:38 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:40 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:40 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:41 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:41 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:41 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:41 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:41 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:41 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:44 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:44 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:47 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:47 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:50 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:50 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:53 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:53 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:56 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:56 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:07:59 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:07:59 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:02 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:02 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:05 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:05 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:08:05 GMT-0400 (EDT)","sign","central","Mon May 29 2017 10:08:05 GMT-0400 (EDT)","3","helper/input/inputLoop","Failed to read data"
"Mon May 29 2017 10:15:31 GMT-0400 (EDT)","server","ruggles","Mon May 29 2017 10:15:31 GMT-0400 (EDT)","2","checkHeartbeat","No heartbeat (uptime was for 3 minutes)"
"Mon May 29 2017 10:25:40 GMT-0400 (EDT)","server","central","Mon May 29 2017 10:25:40 GMT-0400 (EDT)","2","checkHeartbeat","No heartbeat (uptime was for 13 minutes)"
"Mon May 29 2017 10:40:09 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:40:09 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:40:09 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:40:09 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:41:36 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:41:36 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:41:36 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:41:36 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:42:25 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:42:25 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:42:25 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:42:25 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:44:22 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:44:22 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:44:22 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:44:22 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:51:18 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:51:18 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:51:18 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:51:18 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:53:34 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:53:34 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:53:34 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:53:34 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:55:41 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:55:41 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:55:41 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:55:41 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:56:46 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:56:46 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:56:46 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:56:46 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 10:58:05 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:58:05 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 10:58:05 GMT-0400 (EDT)","server","server","Mon May 29 2017 10:58:05 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:12:36 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:12:36 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:12:36 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:12:36 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:13:12 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:13:12 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:13:12 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:13:12 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:13:30 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:13:30 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:13:30 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:13:30 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:15:45 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:15:45 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:15:45 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:15:45 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:16:55 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:16:55 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:16:55 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:16:55 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:18:40 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:18:40 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:18:40 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:18:40 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:19:07 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:19:07 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:19:07 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:19:07 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:19:27 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:19:27 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:19:27 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:19:27 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:20:23 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:20:23 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:20:23 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:20:23 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:23:43 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:23:43 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:23:43 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:23:43 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:25:15 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:25:15 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:25:15 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:25:15 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:26:05 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:26:05 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:26:05 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:26:05 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:28:10 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:28:10 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:28:10 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:28:10 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:28:59 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:28:59 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:28:59 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:28:59 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:29:42 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:29:42 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:29:42 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:29:42 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:29:55 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:29:55 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
"Mon May 29 2017 11:29:55 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:29:55 GMT-0400 (EDT)","4","server.start","Server started, configuration sharpie"
"Mon May 29 2017 11:32:55 GMT-0400 (EDT)","server","server","Mon May 29 2017 11:32:55 GMT-0400 (EDT)","4","sampleHandlers","starting new speechsamples/speechsamples.json"
